character,user,makise
Rintaro,"The money! Did I win the LOTO SIX? Hey, Celeb Sev, did I win 3rd place?",Don’t call me Celeb Sev! And 3rd place of what?
Rintaro,...what? What did you say just now?,Wh-what?
Rintaro,What the hell did you say just now!?,"Got a problem? I asked what, and then you just--"
Rintaro,"Not that! You said ’3rd place of what’, right!? I mean 3rd place of LOTO SIX!",What?
Rintaro,Wait! What happened to stage two of Operation Urd!?,"By stage two, you mean an experiment to see if we can change the past, right?"
Mayuri,"Mayushii thinks we shouldn’t be so greedy for dough. Ah, but when I say dough, I don’t mean like for baking.",I think we all know what you mean.
Mayuri,Don’t pick on Luka-kun!,"What’s wrong with you, Okabe? You’re acting weird."
Rintaro,Why are you asking me that? You saw me send them.,I did? What are you talking about?
Suzuha,"You shouldn’t yell at children. Look, she’s shaking.",You’re even more of a perv than Okabe! I’m not using ’-san’ for you any more!
Itaru,I’m not a perv! I’m a pervy gentleman!,What does that even mean!?
Rintaro,"Hey, assistant. You’re not going back to your hotel?",Is there a problem?
Rintaro,"No, no problem. I was just wondering what you were still doing here.",Nothing. I just wanted to think for a bit.
Rintaro,Can’t you think at your hotel?,What? You’re kicking me out?
Rintaro,"Ahh, I get it. You’d be lonely in your hotel room, but you have no friends, so you want me, the great Hououin Kyouma, to look after you. Isn’t that right, you spoiled Celeb Sev?","You’re the lonely one, aren’t you? You’ve been acting gloomy all day. Do you need some advice? I’m an outsider, in a sense, so it should be easier to talk to me, right? A man getting advice from a younger woman is kind of *mumble mumble*, but if you’re fine with that, then just ask away."
Rintaro,"I need to send some emails. If you insist on staying here, then be quiet and stay out of my way. Okay, Zombie?","Of all your stupid names, that one’s the worst."
Rintaro,Want some coffee?,Sure. What’s wrong with you? Stop fidgeting. That was a pretty heavy sigh.
Rintaro,Christina. There’s something I want to talk to you about.,Shouldn’t you answer your phone first?
Rintaro,It’s Daru. It’s probably something stupid.,"You’re really self-righteous, you know."
Rintaro,"You might not remember this, but earlier, I changed the past with a D-Mail.",... ...I haven’t known you long enough to tell whether you’re serious.
Rintaro,"It happened. And then everyone except me forgot about it. Or rather, the fact that it happened was erased from history.","The past changed, so the present changed with it? The Butterfly Effect, huh. But what you’re saying is nonsense."
Rintaro,Why do you say that?,"Why do you remember that the past changed? If you used a time machine to physically travel to the past and change history, then that might explain it -- barely. ”But with a D-Mail, you haven’t taken one step outside the present, have you?’ So if the present changed, and we changed with it, you would have to change too. Or are you saying you didn’t change because you’re the observer? In that case, you’re claiming that you’re not a human being."
Rintaro,"...Everything is the choice of Steins Gate! This is the power of my magic eye, Reading Steiner! Muhahaha!","Aaaand he’s at it again. I’m not playing along with your games. I bet you came up with that Reading Whatever thing just now, didn’t you?"
Rintaro,"...Hmph, she thinks she knows me.",Okabe. You’re grinning.
Rintaro,"...!! N-nonsense, Celeb Sev!",Don’t call me Celeb Sev!
Rintaro,Are you really that desperate for attention?,"Just getting revenge. You’re always making fun of me, so I deserve at least this much."
Rintaro,"Despite what you may think, I actually respect you.",That’s rich. You don’t even say my name right.
Rintaro,I’m sorry about that.,"Well, that’s unexpected... You actually apologized."
Rintaro,"I do apologize. But I can’t help it. For my brain has recorded you as my assistant, Christina, and I cannot correct it! MUHAHAHAHA!",I’m gonna crack your skull open and stick electrodes in your hippocampus. Who are you talking to?
Rintaro,John Titor.,Huh? No way.
Rintaro,"He’s open to discussion as long as you’re not trying to troll him, and his mail address is public. This is the second time we’ve exchanged mails.","No wonder you keep referencing Titor’s posts. You believe him, don’t you?"
Rintaro,Not entirely. But there are several points in his story I do agree with.,Really? I can’t see it as anything but fiction.
Rintaro,... Muhahahahaha!,D-don’t just start laughing like that. It’s creepy.
Rintaro,"Hehehe, but I must! He says I have powers! Isn’t that rich!? You don’t have to tell me what I already know, John Titor! My true power... is the magic eye, ’Reading Steiner’!",Sounds to me like you’ve got a bad case of chuunibyou.
Rintaro,Eh?,Eh...?
Itaru,"Um, Makise-shi? What the hell happened to Okarin?","Beats me. A few hours ago, he was exchanging emails with John Titor, and then he suddenly got quiet. And then he started ranting. He’s been like this for half an hour."
Itaru,"He’s been acting strange all day, don’t you think?",Agreed.
Rintaro,Fret not. It’s almost closing time for the Braun Tube Workshop.,"The PhoneWave doesn’t work at night, remember?"
Rintaro,Change the past to your liking. As long as it’s something easy to observe.,I’m going back to my hotel. Show me your report on today’s experiment tomorrow.
Rintaro,Hold it!,Hey! What’s your problem!?
Rintaro,Who’s writing that report?,"You, of course. This is your operation. And if we could get a report from the subject too, that would be even better."
Rintaro,...Are you not interested in changing the past? What happened to your eagerness to experiment?,Did you forget what I said this afternoon? I’m against it.
Rintaro,But you were so enthusiastic when we began the experiments. You went along without a single complaint.,"In your dreams, maybe."
Rintaro,"You’re not being objective, Christi... Celeb Sev.","If you’re going to correct yourself, at least get it right."
Itaru,Hell yeah! I’ll give it my best shot!,So why do you think you’re the only one who remembers?
Rintaro,You’re awfully persistent. I see why they call you The Zombie.,I don’t follow.
Rintaro,Zombies never stop coming. They’re persistent.,Cut the jokes. I’m serious here.
Rintaro,I think that the key is who receives the D-Mail. Only the recipient himself is able to retain his memories. That would be my guess.,Hmmm...
Rintaro,"After Daru, you’ll send the next D-Mail. Think about what you want to write.",No. I’m not sending one.
Rintaro,Scared?,That’s not it.
Rintaro,Then are you worried about time paradoxes?,"Well, there’s that, but it’s more like a personal policy. Changing the past feels like cheating. I may only have 18 years of life experience, but I don’t want to change any of those memories."
Rintaro,"I see. You’re perfect now, so you don’t want to change.",That’s not what I said... I don’t want to deny who I’ve been. Because even my failures are a part of who I am today.
Rintaro,"Even if we solved all of the PhoneWave (name subject to change)’s problems, you wouldn’t use it? Even if John Titor said you could use his time machine to travel to whatever time you wish, you wouldn’t use it? Even if a blue robot cat from the future were to jump out of your desk and give you a doorway to everywhere, you wouldn’t use it?",I wouldn’t.
